Id Mode logP wjh wjk whk wvj wvh wvk wij wih wik whvi ejh ejk ehk evj evh evk eij eih eik ehvi 
1389 FU 0.863 12.528 12.883 13.144 13.112 13.262 12.966 13.152 12.817 12.957 12.906 0.051 0.031 0.064 0.029 0.022 0.024 0.053 0.031 0.027 0.036 
1391 FU 1.045 12.104 12.403 12.623 12.607 12.796 12.479 12.679 12.370 12.479 12.424 0.045 0.037 0.074 0.026 0.019 0.030 0.050 0.030 0.032 0.035 
1396 FU 0.632 13.269 13.563 13.779 13.770 13.942 13.640 13.779 13.506 13.624 13.612 0.124 0.069 0.136 0.062 0.056 0.049 0.087 0.054 0.051 0.054 
1397 FU 0.537 13.640 13.958 14.192 14.231 14.376 14.056 14.283 13.937 14.047 14.017 0.088 0.049 0.092 0.049 0.043 0.034 0.072 0.039 0.036 0.042 
1399 FO 0.641 12.858 13.147 13.358 13.304 13.436 13.205 13.337 13.080 13.200 13.149 0.060 0.052 0.100 0.033 0.027 0.042 0.056 0.033 0.044 0.038 
1401 FU 0.511 13.797 14.138 14.388 14.266 14.416 14.188 14.305 14.032 14.185 14.103 0.084 0.070 0.126 0.049 0.043 0.054 0.072 0.036 0.056 0.040 
1404 FU 0.810 12.840 13.121 13.327 13.341 13.504 13.201 13.415 13.106 13.201 13.153 0.073 0.039 0.082 0.037 0.032 0.029 0.061 0.038 0.031 0.041 
1405 FO 0.444 13.502 13.793 14.008 13.956 14.091 13.854 14.003 13.734 13.851 13.793 0.084 0.050 0.103 0.041 0.036 0.038 0.064 0.042 0.040 0.045 
1407 FU 0.619 13.382 13.715 13.959 13.994 14.159 13.815 14.047 13.690 13.806 13.775 0.119 0.067 0.125 0.063 0.057 0.046 0.088 0.049 0.048 0.050 
1410 FO 0.360 13.719 14.052 14.296 14.215 14.339 14.112 14.263 13.971 14.110 14.034 0.084 0.051 0.110 0.037 0.031 0.040 0.060 0.045 0.042 0.047 
1411 FU 0.898 12.589 12.968 13.247 13.154 13.331 13.038 13.205 12.875 13.034 12.956 0.067 0.031 0.070 0.034 0.028 0.022 0.057 0.037 0.025 0.040 
1413 FU 0.481 13.934 14.222 14.434 14.366 14.512 14.277 14.427 14.162 14.279 14.206 0.124 0.072 0.160 0.046 0.041 0.056 0.069 0.064 0.058 0.063 
1414 FO 0.150 14.247 14.779 15.169 14.920 15.055 14.833 14.932 14.564 14.822 14.691 0.188 0.119 0.256 0.068 0.064 0.093 0.094 0.093 0.095 0.089 
1415 FU 0.505 13.795 14.159 14.426 14.248 14.418 14.196 14.258 14.010 14.188 14.107 0.130 0.087 0.167 0.063 0.057 0.065 0.088 0.057 0.067 0.057 
1416 FU 0.682 13.228 13.508 13.715 13.722 13.875 13.586 13.747 13.469 13.575 13.556 0.143 0.071 0.131 0.076 0.070 0.045 0.103 0.055 0.047 0.055 
1417 FU 0.938 12.423 12.681 12.872 12.861 13.037 12.749 12.931 12.659 12.751 12.700 0.098 0.041 0.081 0.053 0.047 0.023 0.077 0.042 0.026 0.045 
1418 FU 0.462 13.854 14.259 14.557 14.598 14.718 14.378 14.671 14.231 14.371 14.314 0.150 0.079 0.177 0.059 0.054 0.059 0.083 0.074 0.061 0.071 
1422 FO 0.221 14.007 14.385 14.663 14.745 14.795 14.509 14.805 14.375 14.498 14.457 0.179 0.094 0.216 0.065 0.061 0.071 0.090 0.089 0.073 0.085 
1424 FU 0.831 12.920 13.183 13.376 13.454 13.649 13.281 13.454 13.168 13.258 13.292 0.071 0.035 0.080 0.033 0.027 0.026 0.056 0.040 0.028 0.042 
1426 FU 0.755 12.975 13.271 13.488 13.444 13.618 13.336 13.487 13.212 13.331 13.284 0.091 0.058 0.121 0.040 0.035 0.045 0.063 0.047 0.047 0.049 
1429 FO 0.556 13.099 13.345 13.525 13.505 13.648 13.405 13.519 13.294 13.394 13.375 0.081 0.039 0.086 0.039 0.034 0.028 0.062 0.041 0.030 0.044 
1430 FU 0.542 13.562 13.932 14.203 14.112 14.266 13.999 14.121 13.821 13.985 13.934 0.124 0.065 0.138 0.056 0.050 0.047 0.080 0.058 0.049 0.058 
1431 FU 1.011 12.132 12.513 12.793 12.725 12.895 12.591 12.791 12.437 12.590 12.508 0.076 0.029 0.076 0.035 0.029 0.020 0.058 0.041 0.023 0.044 
1434 FO 0.408 13.598 13.917 14.152 14.148 14.287 14.001 14.188 13.871 13.992 13.953 0.112 0.059 0.131 0.047 0.042 0.044 0.070 0.056 0.046 0.056 
1436 FU 0.450 13.858 14.259 14.553 14.573 14.687 14.370 14.641 14.220 14.363 14.301 0.146 0.085 0.192 0.051 0.047 0.067 0.074 0.076 0.069 0.073 
1437 FO 0.465 13.542 13.879 14.125 13.865 14.012 13.881 13.898 13.707 13.886 13.757 0.139 0.079 0.177 0.051 0.046 0.061 0.074 0.071 0.063 0.069 
1439 FU 0.490 13.763 14.046 14.254 14.311 14.444 14.140 14.358 14.038 14.131 14.113 0.106 0.069 0.146 0.042 0.037 0.054 0.065 0.055 0.056 0.055 
1441 FO 0.308 13.802 14.153 14.411 14.344 14.474 14.223 14.349 14.055 14.208 14.166 0.146 0.081 0.186 0.051 0.047 0.063 0.074 0.076 0.065 0.073 
1442 FU 0.885 12.463 12.806 13.059 13.047 13.235 12.895 13.098 12.757 12.887 12.843 0.074 0.053 0.104 0.037 0.032 0.041 0.061 0.039 0.043 0.042 
1445 FU 0.607 13.489 13.798 14.025 14.070 14.240 13.896 14.127 13.784 13.888 13.862 0.096 0.061 0.115 0.051 0.045 0.045 0.074 0.042 0.047 0.045 
1446 FO 0.623 12.881 13.128 13.310 13.348 13.473 13.207 13.397 13.120 13.202 13.177 0.078 0.036 0.088 0.033 0.028 0.027 0.056 0.043 0.029 0.045 
1449 FO 0.546 13.154 13.465 13.692 13.624 13.747 13.523 13.641 13.379 13.514 13.466 0.078 0.053 0.105 0.039 0.034 0.041 0.062 0.040 0.043 0.042 
1451 FO 0.675 12.784 12.982 13.128 13.074 13.270 13.021 13.053 12.910 13.005 13.011 0.068 0.036 0.082 0.031 0.025 0.028 0.055 0.039 0.030 0.042 
1454 FO 0.457 13.453 13.727 13.930 14.044 14.238 13.842 14.090 13.748 13.827 13.841 0.122 0.074 0.145 0.060 0.054 0.054 0.084 0.054 0.056 0.054 
1455 FO 0.104 14.553 14.888 15.134 15.211 15.302 15.000 15.284 14.890 14.995 14.954 0.161 0.135 0.268 0.063 0.058 0.108 0.088 0.079 0.111 0.076 
1456 FO 0.377 13.755 13.975 14.137 14.212 14.333 14.060 14.247 13.983 14.050 14.050 0.120 0.063 0.140 0.051 0.046 0.047 0.074 0.059 0.049 0.059 
1460 FO 0.587 13.114 13.316 13.464 13.483 13.620 13.377 13.507 13.296 13.369 13.361 0.100 0.043 0.115 0.034 0.029 0.033 0.057 0.056 0.035 0.056 
1461 FU 0.674 13.318 13.646 13.887 13.888 14.046 13.734 13.965 13.617 13.733 13.672 0.082 0.051 0.105 0.039 0.034 0.039 0.062 0.042 0.041 0.045 
1462 FU 0.964 12.421 12.651 12.821 12.873 13.050 12.733 12.914 12.650 12.724 12.720 0.059 0.026 0.069 0.026 0.020 0.021 0.050 0.037 0.024 0.040 
1463 FU 0.877 12.545 12.820 13.023 13.047 13.222 12.904 13.101 12.803 12.898 12.869 0.068 0.039 0.080 0.036 0.030 0.029 0.059 0.036 0.031 0.040 
1465 FU 0.600 13.553 13.892 14.141 13.949 14.115 13.918 13.955 13.740 13.911 13.829 0.125 0.084 0.175 0.051 0.046 0.066 0.074 0.062 0.068 0.061 
1466 FU 0.789 12.911 13.234 13.471 13.504 13.676 13.331 13.566 13.215 13.325 13.289 0.079 0.039 0.089 0.037 0.031 0.029 0.060 0.042 0.031 0.045 
1468 FU 0.557 13.622 14.013 14.300 14.259 14.431 14.103 14.323 13.947 14.098 14.027 0.145 0.068 0.170 0.050 0.046 0.052 0.073 0.076 0.054 0.073 
1469 FU 0.553 13.691 14.004 14.235 14.189 14.349 14.073 14.231 13.941 14.067 14.016 0.134 0.067 0.158 0.050 0.045 0.051 0.073 0.068 0.053 0.067 
1470 FU 0.460 13.936 14.298 14.565 14.574 14.748 14.398 14.635 14.259 14.391 14.344 0.186 0.105 0.223 0.078 0.073 0.078 0.106 0.086 0.080 0.082 
1476 FU 0.481 13.836 14.188 14.446 14.391 14.550 14.263 14.414 14.104 14.251 14.205 0.142 0.090 0.181 0.065 0.059 0.068 0.090 0.064 0.070 0.063 
1478 FU 0.463 14.048 14.220 14.348 14.485 14.651 14.316 14.509 14.262 14.300 14.342 0.143 0.096 0.193 0.063 0.058 0.074 0.088 0.066 0.076 0.065 
1479 FO 0.247 14.086 14.445 14.709 14.719 14.843 14.542 14.783 14.408 14.537 14.480 0.141 0.104 0.212 0.055 0.050 0.082 0.079 0.070 0.084 0.068 
1482 FO 0.313 13.640 14.170 14.559 14.558 14.735 14.308 14.557 14.064 14.277 14.253 0.187 0.093 0.200 0.083 0.077 0.065 0.111 0.084 0.067 0.080 
1483 FO 0.150 14.346 14.663 14.896 14.830 14.966 14.725 14.821 14.566 14.708 14.680 0.147 0.092 0.203 0.050 0.046 0.073 0.073 0.077 0.075 0.074 
1484 FU 0.681 13.208 13.481 13.681 13.638 13.801 13.540 13.648 13.412 13.528 13.505 0.082 0.045 0.101 0.036 0.030 0.035 0.059 0.044 0.037 0.046 
1486 FO 0.097 14.728 14.965 15.140 15.394 15.483 15.113 15.491 15.080 15.107 15.122 0.204 0.150 0.319 0.062 0.059 0.121 0.087 0.106 0.124 0.100 
1488 FU 0.474 13.896 14.160 14.355 14.417 14.550 14.252 14.475 14.164 14.246 14.223 0.140 0.086 0.190 0.050 0.046 0.068 0.073 0.073 0.070 0.070 
1489 FO 0.393 13.789 14.120 14.362 14.188 14.315 14.148 14.244 14.000 14.155 14.039 0.113 0.073 0.152 0.048 0.043 0.057 0.071 0.056 0.059 0.056 
1490 FU 0.912 12.435 12.734 12.954 12.973 13.106 12.820 13.053 12.720 12.821 12.764 0.068 0.038 0.078 0.036 0.030 0.028 0.059 0.036 0.030 0.040 
1491 FO 0.646 12.793 13.050 13.239 13.302 13.417 13.139 13.388 13.068 13.142 13.097 0.065 0.040 0.087 0.031 0.025 0.032 0.054 0.038 0.034 0.041 
1493 FU 0.488 13.727 14.094 14.364 14.285 14.415 14.164 14.316 13.999 14.156 14.089 0.163 0.089 0.192 0.068 0.063 0.066 0.094 0.077 0.068 0.074 
1496 FU 0.534 13.560 13.865 14.090 14.074 14.234 13.942 14.043 13.784 13.916 13.927 0.125 0.066 0.151 0.048 0.043 0.050 0.071 0.064 0.052 0.063 
1497 FU 0.445 13.889 14.251 14.516 14.521 14.663 14.347 14.552 14.196 14.333 14.300 0.151 0.103 0.197 0.073 0.067 0.077 0.100 0.064 0.079 0.063 
1498 FU 0.517 13.726 14.095 14.365 14.272 14.436 14.161 14.308 13.996 14.154 14.085 0.166 0.068 0.175 0.061 0.057 0.048 0.085 0.083 0.050 0.079 
1499 FU 0.746 12.974 13.248 13.449 13.488 13.642 13.335 13.529 13.231 13.325 13.308 0.059 0.043 0.081 0.034 0.028 0.033 0.057 0.032 0.035 0.036 
1500 FO 0.428 13.460 13.805 14.058 14.038 14.164 13.889 14.085 13.749 13.882 13.827 0.095 0.048 0.109 0.041 0.036 0.036 0.064 0.049 0.038 0.050 
1501 FO 0.395 13.623 13.963 14.212 14.295 14.375 14.078 14.381 13.973 14.076 14.025 0.107 0.066 0.140 0.045 0.040 0.051 0.068 0.054 0.053 0.054 
1502 FU 0.524 13.780 14.094 14.326 14.304 14.455 14.171 14.339 14.039 14.162 14.122 0.129 0.074 0.163 0.050 0.045 0.057 0.073 0.065 0.059 0.064 
1503 FU 0.527 13.644 14.036 14.325 14.405 14.580 14.167 14.466 14.024 14.154 14.129 0.126 0.064 0.144 0.052 0.047 0.047 0.075 0.062 0.049 0.061 
1504 FO 0.383 13.680 13.938 14.128 14.145 14.263 14.012 14.178 13.910 14.004 13.980 0.096 0.066 0.133 0.044 0.039 0.051 0.067 0.048 0.053 0.049 
1505 FO 0.351 13.573 14.078 14.449 14.205 14.331 14.127 14.200 13.863 14.113 13.998 0.151 0.069 0.177 0.049 0.045 0.053 0.072 0.080 0.055 0.077 
1506 FO 0.280 13.881 14.306 14.617 14.539 14.620 14.388 14.600 14.213 14.386 14.285 0.159 0.081 0.200 0.048 0.045 0.064 0.071 0.085 0.066 0.081 
1512 FU 0.613 13.402 13.735 13.980 13.902 14.062 13.798 13.912 13.639 13.785 13.743 0.106 0.062 0.128 0.049 0.043 0.046 0.072 0.051 0.048 0.052 
1514 FU 0.484 13.766 14.158 14.445 14.261 14.430 14.200 14.238 13.985 14.182 14.119 0.092 0.058 0.135 0.028 0.023 0.048 0.051 0.054 0.050 0.054 
1515 FU 0.517 13.654 13.890 14.063 14.042 14.206 13.947 14.106 13.864 13.950 13.899 0.116 0.058 0.139 0.042 0.038 0.045 0.065 0.061 0.047 0.060 
1517 FU 0.682 13.207 13.562 13.823 13.775 13.930 13.640 13.827 13.494 13.635 13.571 0.121 0.061 0.137 0.052 0.047 0.045 0.075 0.059 0.047 0.059 
1520 FU 0.552 13.347 13.832 14.188 13.818 14.020 13.837 13.297 13.328 13.696 13.913 0.197 0.080 0.222 0.057 0.054 0.061 0.081 0.104 0.063 0.098 
1521 FO 0.507 13.250 13.541 13.754 13.734 13.873 13.612 13.768 13.490 13.604 13.566 0.077 0.046 0.099 0.036 0.030 0.036 0.059 0.041 0.038 0.044 
1522 FO 0.531 13.150 13.483 13.728 13.630 13.756 13.538 13.679 13.395 13.537 13.455 0.101 0.044 0.112 0.038 0.034 0.033 0.061 0.054 0.035 0.054 
1526 FU 0.828 12.755 13.002 13.185 13.235 13.399 13.087 13.301 13.008 13.084 13.059 0.069 0.042 0.086 0.036 0.030 0.032 0.059 0.037 0.034 0.040 
1527 FO 0.174 14.193 14.565 14.838 14.707 14.861 14.620 14.666 14.413 14.595 14.564 0.149 0.065 0.168 0.050 0.046 0.049 0.073 0.078 0.051 0.075 
1528 FU 0.579 13.547 13.883 14.131 14.088 14.258 13.959 14.095 13.801 13.943 13.916 0.261 0.128 0.283 0.108 0.101 0.090 0.141 0.119 0.092 0.112 
1534 FO 0.286 13.711 14.262 14.666 14.775 14.853 14.438 14.912 14.265 14.437 14.338 0.200 0.095 0.220 0.078 0.073 0.068 0.106 0.096 0.070 0.091 
1535 FO 0.097 14.372 14.755 15.036 15.060 15.169 14.862 15.106 14.711 14.850 14.806 0.236 0.119 0.290 0.071 0.068 0.092 0.097 0.122 0.094 0.115 
1536 FO 0.207 14.160 14.437 14.640 14.558 14.700 14.484 14.576 14.353 14.476 14.429 0.150 0.103 0.205 0.066 0.061 0.079 0.091 0.069 0.081 0.068 
1537 FO 0.430 13.370 13.793 14.103 14.049 14.153 13.884 14.102 13.708 13.877 13.795 0.121 0.052 0.124 0.052 0.047 0.036 0.075 0.059 0.038 0.059 
1539 FU 1.131 11.569 11.856 12.068 12.201 12.398 11.980 12.236 11.878 11.961 11.988 0.069 0.029 0.062 0.037 0.032 0.018 0.061 0.035 0.021 0.039 
1541 FO 0.383 13.909 14.111 14.259 13.740 13.961 13.996 13.617 13.777 13.983 13.895 0.154 0.075 0.144 0.079 0.073 0.048 0.107 0.061 0.050 0.060 
1543 FU 0.641 13.394 13.638 13.818 13.941 14.099 13.746 14.024 13.685 13.743 13.732 0.083 0.054 0.102 0.045 0.039 0.040 0.068 0.039 0.042 0.042 
1544 FU 0.542 13.702 14.007 14.232 14.299 14.489 14.113 14.332 13.994 14.097 14.099 0.149 0.077 0.173 0.060 0.055 0.057 0.084 0.073 0.059 0.070 
1545 FU 0.474 14.037 14.358 14.594 14.437 14.616 14.392 14.456 14.232 14.387 14.313 0.107 0.073 0.146 0.049 0.044 0.056 0.072 0.052 0.058 0.053 
1547 FO 0.154 14.265 14.825 15.235 15.215 15.287 14.960 15.332 14.757 14.961 14.828 0.156 0.126 0.234 0.078 0.072 0.097 0.106 0.064 0.099 0.063 
1548 FO 0.370 13.707 14.051 14.304 14.054 14.226 14.059 14.016 13.851 14.045 13.973 0.104 0.058 0.123 0.047 0.042 0.043 0.070 0.051 0.045 0.052 
1549 FO 0.153 14.022 14.470 14.798 14.609 14.719 14.522 14.546 14.265 14.493 14.441 0.217 0.093 0.217 0.090 0.084 0.062 0.119 0.100 0.064 0.095 
1552 FU 0.576 13.510 13.937 14.251 14.231 14.415 14.044 14.283 13.868 14.032 13.976 0.142 0.075 0.177 0.048 0.044 0.058 0.071 0.075 0.060 0.072 
1555 FO 0.016 15.005 15.298 15.513 15.507 15.648 15.374 15.551 15.258 15.368 15.328 0.221 0.137 0.286 0.089 0.083 0.104 0.118 0.103 0.107 0.097 
1556 FU 0.534 13.641 14.013 14.287 14.371 14.493 14.139 14.455 14.017 14.133 14.087 0.113 0.066 0.135 0.053 0.047 0.049 0.077 0.053 0.051 0.054 
1557 FO 0.338 13.665 13.970 14.194 14.176 14.326 14.045 14.194 13.910 14.032 14.007 0.128 0.068 0.151 0.053 0.048 0.051 0.077 0.063 0.053 0.062 
1558 FU 0.471 13.673 14.069 14.360 14.473 14.570 14.209 14.537 14.072 14.196 14.168 0.160 0.072 0.164 0.068 0.063 0.049 0.094 0.075 0.051 0.072 
1559 FU 0.562 13.643 13.989 14.242 14.227 14.354 14.074 14.275 13.935 14.067 14.014 0.123 0.059 0.144 0.045 0.041 0.045 0.068 0.064 0.047 0.063 
1560 FU 0.624 13.487 13.774 13.985 13.909 14.056 13.826 13.960 13.706 13.826 13.757 0.129 0.056 0.130 0.057 0.052 0.038 0.081 0.061 0.040 0.060 
1564 FO 0.314 13.949 14.161 14.317 14.360 14.517 14.234 14.406 14.161 14.229 14.216 0.128 0.058 0.151 0.040 0.036 0.045 0.063 0.069 0.047 0.068 
1565 FU 0.571 13.634 13.885 14.070 14.187 14.328 13.992 14.237 13.913 13.981 13.987 0.139 0.058 0.143 0.056 0.051 0.040 0.080 0.068 0.042 0.067 
1566 FU 0.578 13.608 13.871 14.065 14.201 14.346 13.988 14.263 13.911 13.978 13.981 0.135 0.060 0.152 0.047 0.043 0.045 0.070 0.070 0.047 0.068 
1567 FU 0.468 13.954 14.306 14.565 14.610 14.789 14.416 14.641 14.272 14.398 14.387 0.184 0.095 0.217 0.069 0.064 0.071 0.095 0.090 0.073 0.086 
1568 FU 0.423 14.007 14.453 14.780 14.654 14.790 14.527 14.727 14.340 14.528 14.408 0.201 0.084 0.212 0.074 0.070 0.059 0.101 0.099 0.061 0.094 
1569 FO 0.286 13.865 14.054 14.194 14.435 14.535 14.186 14.466 14.143 14.166 14.230 0.131 0.067 0.147 0.057 0.052 0.049 0.081 0.062 0.051 0.061 
1570 FU 0.436 14.102 14.404 14.626 14.603 14.758 14.477 14.636 14.349 14.468 14.431 0.211 0.099 0.238 0.076 0.072 0.073 0.103 0.104 0.075 0.098 
1571 FO 0.183 14.386 14.561 14.690 14.799 14.928 14.646 14.897 14.622 14.652 14.626 0.168 0.088 0.182 0.077 0.071 0.062 0.104 0.074 0.064 0.071 
1572 FU 0.741 13.036 13.365 13.607 13.462 13.605 13.404 13.486 13.245 13.400 13.320 0.101 0.046 0.098 0.050 0.044 0.030 0.073 0.047 0.032 0.049 
1573 FU 0.544 13.570 14.014 14.339 14.202 14.334 14.083 14.250 13.885 14.079 13.972 0.123 0.071 0.144 0.058 0.052 0.052 0.082 0.056 0.054 0.056 
1576 FO 0.307 13.921 14.179 14.370 14.447 14.612 14.276 14.502 14.190 14.268 14.258 0.095 0.079 0.150 0.047 0.041 0.062 0.070 0.045 0.064 0.047 
1578 FU 1.123 11.817 12.067 12.251 12.359 12.515 12.171 12.432 12.101 12.167 12.155 0.075 0.030 0.077 0.034 0.028 0.021 0.057 0.041 0.024 0.044 
1579 FU 0.747 13.097 13.316 13.478 13.516 13.688 13.390 13.497 13.283 13.368 13.401 0.102 0.042 0.104 0.043 0.038 0.029 0.066 0.052 0.031 0.053 
1580 FU 0.746 13.053 13.340 13.551 13.530 13.693 13.410 13.567 13.291 13.403 13.367 0.084 0.040 0.096 0.035 0.029 0.030 0.058 0.046 0.032 0.048 
1581 FU 0.708 13.096 13.415 13.649 13.699 13.834 13.516 13.745 13.396 13.505 13.480 0.090 0.039 0.102 0.034 0.029 0.030 0.057 0.050 0.032 0.051 
1584 FU 0.518 13.615 14.020 14.317 14.305 14.462 14.122 14.327 13.945 14.105 14.070 0.169 0.070 0.176 0.065 0.060 0.049 0.090 0.083 0.051 0.079 
1585 FO 0.636 12.842 13.074 13.245 13.367 13.510 13.178 13.417 13.108 13.168 13.177 0.069 0.036 0.081 0.033 0.027 0.027 0.056 0.039 0.029 0.042 
1587 FU 1.335 10.982 11.313 11.558 11.607 11.817 11.421 11.665 11.298 11.410 11.389 0.083 0.029 0.089 0.030 0.024 0.022 0.053 0.048 0.025 0.049 
1588 FU 0.654 13.302 13.672 13.945 13.864 14.078 13.746 13.867 13.564 13.728 13.693 0.111 0.065 0.131 0.054 0.048 0.048 0.078 0.051 0.050 0.052 
1590 FU 0.708 13.093 13.476 13.758 13.562 13.725 13.513 13.605 13.330 13.513 13.400 0.094 0.061 0.127 0.041 0.036 0.048 0.064 0.048 0.050 0.049 
1592 FO 0.341 13.718 14.065 14.320 14.315 14.425 14.154 14.355 14.013 14.144 14.098 0.130 0.089 0.186 0.050 0.045 0.070 0.073 0.066 0.072 0.065 
1595 FO 0.282 13.928 14.263 14.509 14.599 14.763 14.383 14.623 14.250 14.362 14.371 0.153 0.089 0.198 0.056 0.052 0.069 0.080 0.078 0.071 0.075 
1599 FU 0.754 13.037 13.298 13.490 13.458 13.636 13.359 13.504 13.254 13.356 13.315 0.098 0.050 0.112 0.042 0.037 0.037 0.065 0.050 0.039 0.051 
1602 FO 0.076 14.498 14.993 15.356 15.377 15.476 15.126 15.440 14.933 15.114 15.044 0.265 0.125 0.296 0.098 0.093 0.091 0.129 0.128 0.093 0.120 
1603 FU 0.548 13.739 14.125 14.409 14.475 14.589 14.248 14.550 14.113 14.240 14.192 0.146 0.071 0.175 0.049 0.045 0.055 0.072 0.077 0.057 0.074 
1604 FU 0.418 13.817 14.215 14.508 14.521 14.647 14.324 14.559 14.160 14.309 14.268 0.134 0.076 0.175 0.046 0.042 0.060 0.069 0.070 0.062 0.068 
1605 FO 0.490 13.413 13.625 13.782 13.877 13.979 13.714 13.925 13.650 13.707 13.703 0.118 0.050 0.140 0.034 0.030 0.040 0.057 0.066 0.042 0.065 
1606 FO 0.310 13.849 14.172 14.409 14.392 14.503 14.251 14.443 14.124 14.246 14.189 0.106 0.074 0.156 0.041 0.036 0.059 0.064 0.056 0.061 0.056 
1608 FU 1.051 12.175 12.453 12.658 12.758 12.951 12.563 12.836 12.481 12.558 12.543 0.061 0.030 0.068 0.031 0.025 0.022 0.055 0.035 0.025 0.039 
1609 FU 0.675 13.324 13.602 13.807 13.859 14.013 13.695 13.908 13.594 13.686 13.668 0.104 0.051 0.122 0.040 0.035 0.039 0.063 0.055 0.041 0.055 
1611 FO 0.499 13.337 13.587 13.772 13.833 13.981 13.676 13.903 13.599 13.674 13.646 0.095 0.055 0.119 0.041 0.036 0.042 0.064 0.049 0.044 0.050 
1614 FU 0.681 13.196 13.479 13.688 13.773 13.887 13.583 13.800 13.475 13.567 13.570 0.080 0.050 0.101 0.040 0.035 0.038 0.063 0.041 0.040 0.043 
1616 FU 1.192 11.688 11.908 12.071 12.156 12.412 12.001 12.187 11.920 11.986 12.015 0.073 0.026 0.072 0.033 0.027 0.018 0.056 0.041 0.021 0.043 
1617 FU 0.611 13.496 13.716 13.878 13.993 14.139 13.815 14.028 13.742 13.802 13.821 0.076 0.054 0.106 0.039 0.034 0.042 0.062 0.039 0.044 0.042 
1621 FU 0.526 13.434 13.838 14.134 14.032 14.177 13.909 13.998 13.695 13.883 13.854 0.186 0.077 0.205 0.061 0.057 0.057 0.085 0.096 0.059 0.091 
1622 FO 0.280 14.073 14.397 14.636 14.567 14.707 14.461 14.577 14.306 14.448 14.406 0.120 0.082 0.172 0.047 0.042 0.065 0.070 0.061 0.067 0.060 
1626 FO 0.256 13.973 14.330 14.592 14.624 14.734 14.434 14.705 14.311 14.432 14.369 0.105 0.081 0.159 0.048 0.043 0.064 0.071 0.051 0.066 0.052 
1629 FU 0.596 13.523 13.836 14.066 14.115 14.261 13.936 14.188 13.831 13.932 13.891 0.153 0.078 0.191 0.047 0.044 0.061 0.070 0.082 0.063 0.079 
1631 FU 0.615 13.248 13.725 14.075 13.996 14.119 13.822 14.051 13.619 13.814 13.719 0.098 0.061 0.138 0.033 0.028 0.049 0.056 0.055 0.051 0.055 
1633 FU 0.694 13.281 13.524 13.702 13.848 14.010 13.639 13.928 13.580 13.634 13.633 0.068 0.047 0.090 0.038 0.032 0.036 0.061 0.034 0.038 0.038 
1634 FO 0.470 13.356 13.581 13.746 13.712 13.842 13.630 13.705 13.518 13.616 13.607 0.101 0.062 0.123 0.050 0.044 0.046 0.073 0.047 0.048 0.049 
1636 FU 0.812 12.924 13.175 13.360 13.387 13.543 13.253 13.446 13.166 13.250 13.218 0.069 0.043 0.088 0.036 0.030 0.033 0.059 0.037 0.035 0.040 
1637 FU 1.504 10.584 10.841 11.031 11.047 11.253 10.919 11.147 10.845 10.925 10.869 0.116 0.059 0.117 0.059 0.053 0.040 0.083 0.050 0.042 0.051 
1638 FO 0.373 13.755 14.151 14.442 14.397 14.488 14.238 14.370 14.039 14.211 14.190 0.144 0.077 0.176 0.054 0.049 0.059 0.078 0.073 0.061 0.070 
1641 FU 1.145 11.632 11.853 12.017 12.221 12.383 11.983 12.323 11.952 11.981 11.988 0.056 0.033 0.075 0.027 0.020 0.027 0.051 0.035 0.029 0.039 
1643 FO 0.415 13.632 13.756 13.848 13.955 14.095 13.828 13.985 13.796 13.819 13.848 0.094 0.064 0.117 0.052 0.046 0.047 0.075 0.041 0.049 0.043 
1644 FU 0.434 13.816 14.264 14.592 14.466 14.598 14.338 14.466 14.117 14.320 14.251 0.202 0.094 0.234 0.067 0.063 0.071 0.092 0.103 0.073 0.097 
1647 FU 0.939 12.475 12.711 12.885 12.919 13.079 12.788 12.977 12.708 12.785 12.759 0.073 0.034 0.076 0.037 0.031 0.024 0.060 0.039 0.027 0.042 
1648 FO 0.354 13.756 14.093 14.341 14.288 14.425 14.165 14.327 14.020 14.158 14.100 0.137 0.063 0.160 0.046 0.042 0.048 0.069 0.073 0.050 0.070 
1650 FU 0.513 13.862 14.154 14.368 14.344 14.486 14.224 14.383 14.104 14.218 14.175 0.124 0.080 0.159 0.058 0.052 0.060 0.082 0.057 0.062 0.057 
1651 FO 0.108 14.388 14.893 15.264 15.153 15.262 14.986 15.196 14.761 14.976 14.873 0.200 0.127 0.283 0.060 0.057 0.101 0.084 0.105 0.104 0.099 
1652 FU 0.475 13.820 14.157 14.405 14.434 14.567 14.255 14.510 14.139 14.253 14.198 0.117 0.075 0.146 0.058 0.052 0.056 0.082 0.052 0.058 0.053 
1653 FO 0.528 13.228 13.457 13.626 13.749 13.880 13.560 13.794 13.490 13.549 13.560 0.047 0.030 0.064 0.026 0.019 0.024 0.050 0.031 0.027 0.036 
1654 FO 0.301 13.903 14.216 14.446 14.420 14.572 14.291 14.420 14.143 14.273 14.257 0.159 0.094 0.193 0.070 0.065 0.070 0.096 0.073 0.072 0.070 
1655 FO 0.271 13.925 14.346 14.655 14.444 14.583 14.385 14.412 14.150 14.366 14.293 0.145 0.084 0.186 0.054 0.049 0.065 0.078 0.074 0.067 0.071 
1656 FU 0.504 13.780 14.176 14.466 14.358 14.518 14.244 14.443 14.087 14.250 14.136 0.114 0.094 0.192 0.040 0.036 0.076 0.063 0.061 0.078 0.060 
